14,Arena Green / SAP Center,37.332692,-121.900084,19,San Jose,8/5/2013
32,Castro Street and El Camino Real,37.385956,-122.083678,11,Mountain View,12/31/2013
82,Broadway St at Battery St,37.798541,-122.400862,15,San Francisco,1/22/2014
